date,average_temperature,rainfall,weekend,holiday,price_per_kg,promo,demand,previous_days_demand
2021-02-05 14:11:48.466896,30.58472685635918,6.786844618818696,0,0,2.5024636658836807,0,844.9940172482485,844.9940172482485
2021-02-06 14:11:48.466896,15.4650686212835,9.716519954037167,1,0,1.871179701151081,0,1179.0296990216098,844.9940172482485
2021-02-07 14:11:48.466896,10.786525222541337,1.0998357092276891,1,0,1.1491595301595114,0,1273.393596926391,1179.0296990216098
2021-02-08 14:11:48.466896,23.64815416797147,9.57813569328806,0,0,0.8914141277295206,0,968.7803831938214,1273.393596926391
2021-02-09 14:11:48.466896,13.861390511387913,4.693826430867088,0,0,0.7377114796641836,0,873.1543557036271,968.7803831938214
2021-02-10 14:11:48.466896,14.674082315677506,0.7519465243805007,0,0,2.7048571215630313,0,904.8545725191873,873.1543557036271
2021-02-11 14:11:48.466896,20.55869234062945,2.664046186028206,0,0,1.4488503437693279,0,944.4513763176902,904.8545725191873
2021-02-12 14:11:48.466896,25.138812487847655,0.7648360344172562,0,0,1.5716850677897685,0,981.7654027521623,944.4513763176902
2021-02-13 14:11:48.466896,22.30885280018967,0.39266433431669845,1,0,1.1907379423020266,0,1304.6530753843208,981.7654027521623
2021-02-14 14:11:48.466896,26.102976692730103,14.643975928546979,1,0,0.7775124526766133,0,1337.9943254945838,1304.6530753843208
2021-02-15 14:11:48.466896,32.82623697937525,1.6896753641896576,0,0,1.6183631953443873,0,939.0024145757509,1337.9943254945838
2021-02-16 14:11:48.466896,29.277602732211943,1.0013437241723415,0,0,0.9400835404980004,0,938.1719862727339,939.0024145757509
2021-02-17 14:11:48.466896,17.209030485013248,0.7228397675345692,0,0,2.200127642425646,0,924.8749094700908,938.1719862727339
2021-02-18 14:11:48.466896,20.386033601349524,5.18096307612789,0,0,2.3961957150272903,0,949.8184710921555,924.8749094700908
2021-02-19 14:11:48.466896,18.287260881604418,18.083048871241672,0,0,2.137232427746458,0,903.790255565149,949.8184710921555
